ACCIDENT_NO,SEVERITY,SPEED_ZONE,Region,Order1,Order2,Order3,Order
T20130014866,Minor,60 km/hr,Metro,1,,,1
T20130014867,Minor,60 km/hr,Metro,1,,,1
T20130014870,Serious,110 km/hr,Country,,2,,2
T20130014873,Serious,60 km/hr,Metro,,2,,2
T20130014874,Minor,100 km/hr,Country,1,,,1
T20130014876,Minor,60 km/hr,Country,1,,,1
T20130014879,Minor,60 km/hr,Metro,1,,,1
T20130014881,Serious,100 km/hr,Country,,2,,2
T20130014882,Minor,50 km/hr,Metro,1,,,1
T20130014885,Serious,100 km/hr,Country,,2,,2
T20130014887,Serious,60 km/hr,Metro,,2,,2
T20130014889,Serious,60 km/hr,Metro,,2,,2
T20130014682,Minor,70 km/hr,Metro,1,,,1
T20130014690,Minor,100 km/hr,Country,1,,,1
T20130014692,Minor,80 km/hr,Metro,1,,,1
T20130014694,Serious,60 km/hr,Metro,,2,,2
T20130014697,Serious,100 km/hr,Country,,2,,2
T20130014700,Minor,100 km/hr,Country,1,,,1
T20130014701,Minor,80 km/hr,Metro,1,,,1
T20130014705,Minor,60 km/hr,Metro,1,,,1
T20130014707,Minor,40 km/hr,Metro,1,,,1
T20130014709,Minor,100 km/hr,Country,1,,,1
T20130014711,Serious,60 km/hr,Metro,,2,,2
T20130014712,Minor,50 km/hr,Country,1,,,1
T20130014714,Serious,60 km/hr,Metro,,2,,2
T20130014716,Minor,80 km/hr,Metro,1,,,1
T20130014720,Serious,80 km/hr,Country,,2,,2
T20130014722,Serious,60 km/hr,Metro,,2,,2
T20130014724,Minor,60 km/hr,Metro,1,,,1
T20130014727,Serious,50 km/hr,Metro,,2,,2
T20130014729,Fatal,Not known,Metro,,,3,3
T20130014730,Minor,70 km/hr,Metro,1,,,1
T20130014731,Minor,60 km/hr,Metro,1,,,1
T20130014732,Serious,100 km/hr,Country,,2,,2
T20130014735,Minor,50 km/hr,Country,1,,,1
T20130014740,Minor,60 km/hr,Metro,1,,,1
T20130014744,Serious,60 km/hr,Metro,,2,,2
T20130014745,Serious,80 km/hr,Metro,,2,,2
T20130015081,Minor,Not known,Metro,1,,,1
T20130015082,Minor,80 km/hr,Metro,1,,,1
T20130015085,Serious,Not known,Country,,2,,2
T20130015090,Serious,70 km/hr,Metro,,2,,2
T20130015094,Minor,60 km/hr,Metro,1,,,1
T20130015095,Minor,60 km/hr,Country,1,,,1
T20130015108,Minor,60 km/hr,Metro,1,,,1
T20130015110,Minor,50 km/hr,Country,1,,,1
T20130015111,Serious,50 km/hr,Metro,,2,,2
T20130015113,Serious,60 km/hr,Metro,,2,,2
T20130015114,Serious,80 km/hr,Metro,,2,,2
T20130015119,Serious,60 km/hr,Metro,,2,,2
T20130015122,Minor,40 km/hr,Metro,1,,,1
T20130014921,Minor,60 km/hr,Metro,1,,,1
T20130014923,Minor,60 km/hr,Country,1,,,1
T20130014927,Minor,110 km/hr,Country,1,,,1
T20130014928,Minor,60 km/hr,Metro,1,,,1
T20130014929,Fatal,60 km/hr,Metro,,,3,3
T20130014930,Minor,60 km/hr,Metro,1,,,1
T20130014933,Minor,70 km/hr,Country,1,,,1
T20130014935,Minor,70 km/hr,Metro,1,,,1
T20130014937,Minor,100 km/hr,Metro,1,,,1
T20130014944,Minor,60 km/hr,Metro,1,,,1
T20130014945,Minor,100 km/hr,Metro,1,,,1
T20130014947,Minor,80 km/hr,Country,1,,,1
T20130014949,Minor,50 km/hr,Metro,1,,,1
T20130014950,Minor,70 km/hr,Metro,1,,,1
T20130014953,Minor,Not known,Metro,1,,,1
T20130014955,Minor,40 km/hr,Metro,1,,,1
T20130014958,Serious,60 km/hr,Metro,,2,,2
T20130014959,Serious,60 km/hr,Metro,,2,,2
T20130014960,Minor,60 km/hr,Metro,1,,,1
T20130014962,Minor,60 km/hr,Metro,1,,,1
T20130014963,Serious,50 km/hr,Metro,,2,,2
T20130014964,Serious,50 km/hr,Country,,2,,2
T20130014966,Minor,60 km/hr,Metro,1,,,1
T20130014967,Minor,60 km/hr,Country,1,,,1
T20130014968,Minor,70 km/hr,Metro,1,,,1
T20130014969,Minor,40 km/hr,Metro,1,,,1
T20130014971,Serious,50 km/hr,Country,,2,,2
T20130014976,Minor,110 km/hr,Country,1,,,1
T20130014978,Serious,50 km/hr,Country,,2,,2
T20130014982,Minor,80 km/hr,Metro,1,,,1
T20130014983,Minor,70 km/hr,Metro,1,,,1
T20130014985,Serious,60 km/hr,Metro,,2,,2
T20130014993,Minor,100 km/hr,Country,1,,,1
T20130014994,Minor,60 km/hr,Metro,1,,,1
T20130014995,Minor,60 km/hr,Metro,1,,,1
T20130014996,Minor,60 km/hr,Metro,1,,,1
T20130014999,Minor,70 km/hr,Metro,1,,,1
T20130015000,Serious,80 km/hr,Country,,2,,2
T20130015001,Minor,50 km/hr,Metro,1,,,1
T20130015002,Minor,60 km/hr,Country,1,,,1
T20130015003,Minor,60 km/hr,Country,1,,,1
T20130015004,Serious,100 km/hr,Country,,2,,2
T20130015005,Minor,70 km/hr,Metro,1,,,1
T20130015006,Minor,60 km/hr,Country,1,,,1
T20130015010,Serious,60 km/hr,Metro,,2,,2
T20130015011,Serious,70 km/hr,Metro,,2,,2
T20130015013,Serious,50 km/hr,Metro,,2,,2
T20130015014,Minor,60 km/hr,Metro,1,,,1
T20130015015,Minor,60 km/hr,Metro,1,,,1
T20130015016,Serious,80 km/hr,Metro,,2,,2
T20130015018,Minor,70 km/hr,Metro,1,,,1
T20130015019,Serious,80 km/hr,Metro,,2,,2
T20130015023,Minor,60 km/hr,Metro,1,,,1
T20130015026,Minor,60 km/hr,Country,1,,,1
T20130015027,Serious,50 km/hr,Country,,2,,2
T20130015029,Minor,60 km/hr,Country,1,,,1
T20130015031,Minor,50 km/hr,Metro,1,,,1
T20130015033,Minor,60 km/hr,Country,1,,,1
T20130015036,Serious,80 km/hr,Metro,,2,,2
T20130015039,Serious,60 km/hr,Metro,,2,,2
T20130015042,Serious,100 km/hr,Country,,2,,2
T20130015043,Serious,100 km/hr,Metro,,2,,2
T20130015049,Serious,80 km/hr,Metro,,2,,2
T20130015052,Serious,60 km/hr,Metro,,2,,2
T20130015053,Minor,60 km/hr,Metro,1,,,1
T20130015058,Serious,50 km/hr,Country,,2,,2
T20130015059,Minor,80 km/hr,Country,1,,,1
T20130015060,Serious,100 km/hr,Country,,2,,2
T20130015063,Serious,80 km/hr,Metro,,2,,2
T20130015065,Minor,60 km/hr,Metro,1,,,1
T20130015067,Serious,60 km/hr,Country,,2,,2
T20130015068,Minor,100 km/hr,Metro,1,,,1
T20130015071,Serious,80 km/hr,Metro,,2,,2
T20130015072,Minor,60 km/hr,Metro,1,,,1
T20130015073,Serious,80 km/hr,Country,,2,,2
T20130015076,Minor,50 km/hr,Metro,1,,,1
T20130015077,Minor,60 km/hr,Metro,1,,,1
T20130015080,Minor,60 km/hr,Metro,1,,,1
T20130015175,Serious,80 km/hr,Metro,,2,,2
T20130015181,Serious,40 km/hr,Metro,,2,,2
T20130015182,Minor,60 km/hr,Metro,1,,,1
T20130015185,Minor,70 km/hr,Metro,1,,,1
T20130015187,Minor,50 km/hr,Country,1,,,1
T20130015188,Minor,Not known,Country,1,,,1
T20130015189,Minor,40 km/hr,Metro,1,,,1
T20130015190,Minor,60 km/hr,Metro,1,,,1
T20130015198,Serious,100 km/hr,Country,,2,,2
T20130015206,Minor,100 km/hr,Country,1,,,1
T20130015212,Serious,60 km/hr,Metro,,2,,2
T20130015214,Minor,60 km/hr,Metro,1,,,1
T20130015215,Minor,Not known,Metro,1,,,1
T20130015341,Minor,60 km/hr,Metro,1,,,1
T20130015343,Serious,60 km/hr,Metro,,2,,2
T20130015344,Minor,80 km/hr,Metro,1,,,1
T20130015345,Minor,60 km/hr,Metro,1,,,1
T20130015346,Minor,60 km/hr,Metro,1,,,1
T20130015347,Minor,60 km/hr,Metro,1,,,1
T20130015350,Serious,100 km/hr,Country,,2,,2
T20130015354,Serious,60 km/hr,Metro,,2,,2
T20130015355,Minor,60 km/hr,Metro,1,,,1
T20130015359,Serious,80 km/hr,Metro,,2,,2
T20130015363,Minor,60 km/hr,Metro,1,,,1
T20130015364,Minor,60 km/hr,Metro,1,,,1
T20130015365,Minor,100 km/hr,Metro,1,,,1
T20130015216,Serious,60 km/hr,Metro,,2,,2
T20130015218,Serious,40 km/hr,Metro,,2,,2
T20130015220,Minor,60 km/hr,Metro,1,,,1
T20130015221,Minor,100 km/hr,Metro,1,,,1
T20130015222,Minor,60 km/hr,Country,1,,,1
T20130015225,Fatal,80 km/hr,Country,,,3,3
T20130015227,Minor,50 km/hr,Metro,1,,,1
T20130015230,Minor,70 km/hr,Metro,1,,,1
T20130015232,Serious,60 km/hr,Country,,2,,2
T20130015234,Minor,50 km/hr,Country,1,,,1
T20130015237,Minor,80 km/hr,Metro,1,,,1
T20130015239,Serious,80 km/hr,Metro,,2,,2
T20130015241,Minor,60 km/hr,Country,1,,,1
T20130015243,Serious,100 km/hr,Country,,2,,2
T20130015245,Serious,100 km/hr,Metro,,2,,2
T20130015251,Minor,50 km/hr,Metro,1,,,1
T20130015252,Minor,60 km/hr,Metro,1,,,1
T20130015253,Minor,40 km/hr,Metro,1,,,1
T20130015257,Minor,60 km/hr,Metro,1,,,1
T20130015269,Serious,60 km/hr,Metro,,2,,2
T20130015270,Minor,50 km/hr,Metro,1,,,1
T20130015272,Minor,60 km/hr,Metro,1,,,1
T20130015273,Minor,100 km/hr,Metro,1,,,1
T20130015275,Minor,60 km/hr,Metro,1,,,1
T20130015278,Serious,100 km/hr,Country,,2,,2
T20130015280,Minor,80 km/hr,Metro,1,,,1
T20130015281,Minor,60 km/hr,Country,1,,,1
T20130015283,Minor,80 km/hr,Metro,1,,,1
T20130015285,Serious,100 km/hr,Country,,2,,2
T20130015287,Minor,60 km/hr,Metro,1,,,1
T20130015289,Minor,60 km/hr,Metro,1,,,1
T20130015292,Serious,70 km/hr,Metro,,2,,2
T20130015293,Serious,60 km/hr,Metro,,2,,2
T20130015295,Serious,60 km/hr,Metro,,2,,2
T20130015296,Serious,90 km/hr,Metro,,2,,2
T20130015297,Minor,50 km/hr,Metro,1,,,1
T20130015298,Minor,50 km/hr,Country,1,,,1
T20130015299,Serious,70 km/hr,Country,,2,,2
T20130015301,Serious,60 km/hr,Metro,,2,,2
T20130015302,Minor,50 km/hr,Metro,1,,,1
T20130015305,Minor,100 km/hr,Country,1,,,1
T20130015315,Serious,80 km/hr,Metro,,2,,2
T20130015318,Serious,70 km/hr,Metro,,2,,2
T20130015319,Serious,80 km/hr,Metro,,2,,2
T20130015322,Minor,60 km/hr,Metro,1,,,1
T20130015326,Minor,40 km/hr,Metro,1,,,1
T20130015327,Serious,100 km/hr,Country,,2,,2
T20130015329,Serious,50 km/hr,Metro,,2,,2
T20130015334,Minor,80 km/hr,Metro,1,,,1
T20130015335,Serious,70 km/hr,Metro,,2,,2
T20130015339,Serious,100 km/hr,Country,,2,,2
T20130015340,Serious,100 km/hr,Country,,2,,2
T20130015123,Minor,50 km/hr,Metro,1,,,1
T20130015125,Minor,60 km/hr,Metro,1,,,1
T20130015127,Serious,110 km/hr,Country,,2,,2
T20130015129,Serious,60 km/hr,Metro,,2,,2
T20130015130,Serious,40 km/hr,Metro,,2,,2
T20130015131,Minor,60 km/hr,Metro,1,,,1
T20130015132,Fatal,100 km/hr,Metro,,,3,3
T20130015133,Minor,40 km/hr,Metro,1,,,1
T20130015136,Serious,40 km/hr,Country,,2,,2
T20130015137,Minor,70 km/hr,Metro,1,,,1
T20130015142,Minor,60 km/hr,Metro,1,,,1
T20130015144,Minor,60 km/hr,Metro,1,,,1
T20130015146,Minor,Not known,Metro,1,,,1
T20130015150,Minor,60 km/hr,Country,1,,,1
T20130015155,Serious,40 km/hr,Metro,,2,,2
T20130015156,Minor,60 km/hr,Metro,1,,,1
T20130015157,Serious,50 km/hr,Metro,,2,,2
T20130015159,Fatal,50 km/hr,Metro,,,3,3
T20130015160,Minor,60 km/hr,Metro,1,,,1
T20130015161,Minor,40 km/hr,Metro,1,,,1
T20130015162,Serious,60 km/hr,Metro,,2,,2
T20130015164,Minor,60 km/hr,Metro,1,,,1
T20130015166,Serious,100 km/hr,Metro,,2,,2
T20130015167,Minor,40 km/hr,Metro,1,,,1
T20130015171,Serious,60 km/hr,Metro,,2,,2
T20130015174,Serious,100 km/hr,Country,,2,,2
T20130015544,Minor,50 km/hr,Country,1,,,1
T20130015546,Minor,50 km/hr,Country,1,,,1
T20130015551,Minor,60 km/hr,Metro,1,,,1
T20130015552,Minor,60 km/hr,Metro,1,,,1
T20130015553,Minor,80 km/hr,Metro,1,,,1
T20130015554,Serious,70 km/hr,Metro,,2,,2
T20130015555,Serious,60 km/hr,Metro,,2,,2
T20130015556,Minor,70 km/hr,Metro,1,,,1
T20130015560,Minor,60 km/hr,Country,1,,,1
T20130015561,Minor,50 km/hr,Metro,1,,,1
T20130015566,Minor,100 km/hr,Metro,1,,,1
T20130015568,Serious,80 km/hr,Metro,,2,,2
T20130015569,Minor,70 km/hr,Metro,1,,,1
T20130015368,Minor,50 km/hr,Country,1,,,1
T20130015369,Serious,60 km/hr,Metro,,2,,2
T20130015371,Minor,50 km/hr,Country,1,,,1
T20130015374,Minor,80 km/hr,Country,1,,,1
T20130015375,Minor,Not known,Metro,1,,,1
T20130015378,Minor,60 km/hr,Metro,1,,,1
T20130015379,Minor,60 km/hr,Country,1,,,1
T20130015380,Minor,80 km/hr,Metro,1,,,1
T20130015382,Minor,60 km/hr,Country,1,,,1
T20130015385,Serious,40 km/hr,Metro,,2,,2
T20130015386,Minor,60 km/hr,Country,1,,,1
T20130015389,Minor,100 km/hr,Country,1,,,1
T20130015390,Serious,60 km/hr,Metro,,2,,2
T20130015392,Minor,60 km/hr,Metro,1,,,1
T20130015394,Serious,80 km/hr,Country,,2,,2
T20130015398,Serious,50 km/hr,Metro,,2,,2
T20130015399,Minor,40 km/hr,Metro,1,,,1
T20130015400,Minor,60 km/hr,Metro,1,,,1
T20130015401,Serious,100 km/hr,Country,,2,,2
T20130015405,Serious,60 km/hr,Metro,,2,,2
T20130015407,Minor,50 km/hr,Country,1,,,1
T20130015409,Minor,50 km/hr,Country,1,,,1
T20130015419,Minor,80 km/hr,Metro,1,,,1
T20130015420,Serious,80 km/hr,Metro,,2,,2
T20130015424,Serious,100 km/hr,Metro,,2,,2
T20130015428,Minor,80 km/hr,Metro,1,,,1
T20130015429,Minor,60 km/hr,Metro,1,,,1
T20130015431,Minor,60 km/hr,Metro,1,,,1
T20130015432,Serious,100 km/hr,Country,,2,,2
T20130015434,Minor,100 km/hr,Country,1,,,1
T20130015436,Minor,Not known,Metro,1,,,1
T20130015437,Minor,50 km/hr,Metro,1,,,1
T20130015438,Minor,60 km/hr,Metro,1,,,1
T20130015440,Serious,100 km/hr,Country,,2,,2
T20130015441,Minor,60 km/hr,Metro,1,,,1
T20130015447,Fatal,100 km/hr,Country,,,3,3
T20130015448,Minor,50 km/hr,Country,1,,,1
T20130015451,Minor,80 km/hr,Metro,1,,,1
T20130015454,Minor,60 km/hr,Metro,1,,,1
T20130015458,Serious,60 km/hr,Metro,,2,,2
T20130015459,Minor,70 km/hr,Metro,1,,,1
T20130015460,Minor,60 km/hr,Metro,1,,,1
T20130015462,Minor,80 km/hr,Metro,1,,,1
T20130015463,Serious,70 km/hr,Metro,,2,,2
T20130015466,Minor,100 km/hr,Country,1,,,1
T20130015468,Serious,100 km/hr,Country,,2,,2
T20130015469,Minor,50 km/hr,Metro,1,,,1
T20130015472,Minor,60 km/hr,Metro,1,,,1
T20130015473,Minor,50 km/hr,Metro,1,,,1
T20130015476,Minor,80 km/hr,Metro,1,,,1
T20130015478,Serious,80 km/hr,Metro,,2,,2
T20130015479,Serious,50 km/hr,Metro,,2,,2
T20130015482,Minor,80 km/hr,Metro,1,,,1
T20130015483,Serious,80 km/hr,Metro,,2,,2
T20130015485,Serious,40 km/hr,Metro,,2,,2
T20130015488,Serious,60 km/hr,Metro,,2,,2
T20130015489,Minor,80 km/hr,Metro,1,,,1
T20130015494,Minor,Not known,Metro,1,,,1
T20130015496,Minor,100 km/hr,Metro,1,,,1
T20130015497,Serious,60 km/hr,Metro,,2,,2
T20130015500,Fatal,70 km/hr,Metro,,,3,3
T20130015501,Minor,100 km/hr,Metro,1,,,1
T20130015506,Serious,60 km/hr,Metro,,2,,2
T20130015509,Serious,60 km/hr,Metro,,2,,2
T20130015513,Serious,50 km/hr,Metro,,2,,2
T20130015516,Minor,50 km/hr,Metro,1,,,1
T20130015518,Minor,60 km/hr,Country,1,,,1
T20130015520,Serious,60 km/hr,Metro,,2,,2
T20130015522,Minor,80 km/hr,Metro,1,,,1
T20130015523,Minor,50 km/hr,Metro,1,,,1
T20130015525,Minor,60 km/hr,Metro,1,,,1
T20130015526,Minor,60 km/hr,Metro,1,,,1
T20130015528,Serious,60 km/hr,Metro,,2,,2
T20130015531,Minor,Not known,Country,1,,,1
T20130015533,Serious,50 km/hr,Country,,2,,2
T20130015534,Serious,80 km/hr,Metro,,2,,2
T20130015537,Minor,100 km/hr,Country,1,,,1
T20130015542,Minor,80 km/hr,Metro,1,,,1
T20130015644,Minor,100 km/hr,Metro,1,,,1
T20130015646,Minor,60 km/hr,Metro,1,,,1
T20130015648,Minor,80 km/hr,Country,1,,,1
T20130015649,Serious,60 km/hr,Metro,,2,,2
T20130015650,Minor,100 km/hr,Country,1,,,1
T20130015658,Minor,100 km/hr,Country,1,,,1
T20130015659,Serious,50 km/hr,Metro,,2,,2
T20130015661,Minor,80 km/hr,Metro,1,,,1
T20130015662,Minor,80 km/hr,Metro,1,,,1
T20130015664,Minor,70 km/hr,Metro,1,,,1
T20130015666,Serious,50 km/hr,Metro,,2,,2
T20130015668,Minor,50 km/hr,Metro,1,,,1
T20130015673,Minor,70 km/hr,Country,1,,,1
T20130015777,Minor,60 km/hr,Metro,1,,,1
T20130015780,Minor,100 km/hr,Country,1,,,1
T20130015783,Serious,100 km/hr,Country,,2,,2
T20130015786,Serious,40 km/hr,Metro,,2,,2
T20130015787,Minor,50 km/hr,Country,1,,,1
T20130015790,Minor,100 km/hr,Metro,1,,,1
T20130015791,Minor,80 km/hr,Country,1,,,1
T20130015792,Minor,Off road,Metro,1,,,1
T20130015797,Fatal,100 km/hr,Country,,,3,3
T20130015799,Minor,40 km/hr,Metro,1,,,1
T20130015801,Minor,50 km/hr,Metro,1,,,1
T20130015803,Minor,100 km/hr,Metro,1,,,1
T20130015807,Serious,50 km/hr,Metro,,2,,2
T20130015675,Serious,50 km/hr,Metro,,2,,2
T20130015679,Minor,50 km/hr,Country,1,,,1
T20130015680,Serious,60 km/hr,Metro,,2,,2
T20130015681,Serious,60 km/hr,Metro,,2,,2
T20130015682,Serious,60 km/hr,Metro,,2,,2
T20130015683,Serious,50 km/hr,Metro,,2,,2
T20130015684,Minor,40 km/hr,Metro,1,,,1
T20130015685,Minor,50 km/hr,Metro,1,,,1
T20130015688,Minor,60 km/hr,Metro,1,,,1
T20130015689,Serious,50 km/hr,Metro,,2,,2
T20130015691,Minor,60 km/hr,Country,1,,,1
T20130015696,Minor,50 km/hr,Metro,1,,,1
T20130015697,Minor,80 km/hr,Metro,1,,,1
T20130015699,Minor,80 km/hr,Metro,1,,,1
T20130015700,Minor,50 km/hr,Metro,1,,,1
T20130015702,Serious,100 km/hr,Metro,,2,,2
T20130015704,Minor,50 km/hr,Metro,1,,,1
T20130015705,Minor,50 km/hr,Country,1,,,1
T20130015706,Minor,40 km/hr,Metro,1,,,1
T20130015707,Minor,80 km/hr,Metro,1,,,1
T20130015708,Minor,100 km/hr,Country,1,,,1
T20130015709,Serious,Not known,Metro,,2,,2
T20130015712,Minor,100 km/hr,Country,1,,,1
T20130015713,Minor,Not known,Metro,1,,,1
T20130015715,Serious,70 km/hr,Metro,,2,,2
T20130015717,Minor,60 km/hr,Metro,1,,,1
T20130015719,Minor,50 km/hr,Metro,1,,,1
T20130015723,Serious,50 km/hr,Country,,2,,2
T20130015725,Minor,100 km/hr,Country,1,,,1
T20130015729,Serious,70 km/hr,Metro,,2,,2
T20130015733,Minor,60 km/hr,Metro,1,,,1
T20130015734,Minor,100 km/hr,Country,1,,,1
T20130015736,Minor,70 km/hr,Metro,1,,,1
T20130015740,Serious,60 km/hr,Metro,,2,,2
T20130015741,Serious,60 km/hr,Metro,,2,,2
T20130015744,Minor,40 km/hr,Metro,1,,,1
T20130015745,Minor,70 km/hr,Metro,1,,,1
T20130015747,Serious,60 km/hr,Country,,2,,2
T20130015748,Minor,80 km/hr,Country,1,,,1
T20130015750,Serious,70 km/hr,Metro,,2,,2
T20130015756,Minor,80 km/hr,Metro,1,,,1
T20130015757,Minor,60 km/hr,Metro,1,,,1
T20130015758,Serious,60 km/hr,Country,,2,,2
T20130015761,Minor,50 km/hr,Metro,1,,,1
T20130015762,Minor,60 km/hr,Metro,1,,,1
T20130015764,Minor,60 km/hr,Metro,1,,,1
T20130015766,Serious,60 km/hr,Metro,,2,,2
T20130015767,Minor,100 km/hr,Metro,1,,,1
T20130015770,Minor,50 km/hr,Country,1,,,1
T20130015772,Serious,100 km/hr,Metro,,2,,2
T20130015773,Serious,70 km/hr,Metro,,2,,2
T20130015775,Serious,60 km/hr,Metro,,2,,2
T20130015570,Minor,60 km/hr,Metro,1,,,1
T20130015572,Minor,Not known,Metro,1,,,1
T20130015574,Minor,100 km/hr,Metro,1,,,1
T20130015576,Minor,100 km/hr,Country,1,,,1
T20130015578,Minor,50 km/hr,Country,1,,,1
T20130015582,Minor,80 km/hr,Metro,1,,,1
T20130015583,Serious,50 km/hr,Metro,,2,,2
T20130015584,Serious,100 km/hr,Country,,2,,2
T20130015585,Minor,80 km/hr,Metro,1,,,1
T20130015590,Minor,100 km/hr,Country,1,,,1
T20130015591,Serious,50 km/hr,Metro,,2,,2
T20130015593,Minor,60 km/hr,Metro,1,,,1
T20130015596,Minor,60 km/hr,Metro,1,,,1
T20130015605,Serious,70 km/hr,Metro,,2,,2
T20130015609,Minor,60 km/hr,Metro,1,,,1
T20130015621,Minor,40 km/hr,Metro,1,,,1
T20130015624,Serious,60 km/hr,Metro,,2,,2
T20130015626,Minor,Not known,Country,1,,,1
T20130015628,Minor,60 km/hr,Metro,1,,,1
T20130015629,Minor,80 km/hr,Metro,1,,,1
T20130015631,Minor,80 km/hr,Metro,1,,,1
T20130015632,Minor,80 km/hr,Metro,1,,,1
T20130015633,Serious,70 km/hr,Country,,2,,2
T20130015634,Serious,80 km/hr,Metro,,2,,2
T20130015642,Minor,100 km/hr,Country,1,,,1
T20130015643,Minor,100 km/hr,Country,1,,,1
T20130015973,Serious,60 km/hr,Metro,,2,,2
T20130015974,Minor,50 km/hr,Metro,1,,,1
T20130015975,Serious,50 km/hr,Country,,2,,2
T20130015976,Fatal,70 km/hr,Metro,,,3,3
T20130015977,Fatal,80 km/hr,Metro,,,3,3
T20130015980,Minor,80 km/hr,Metro,1,,,1
T20130015983,Fatal,100 km/hr,Country,,,3,3
T20130015990,Minor,50 km/hr,Metro,1,,,1
T20130015991,Minor,60 km/hr,Country,1,,,1
T20130015994,Minor,50 km/hr,Country,1,,,1
T20130015995,Minor,50 km/hr,Metro,1,,,1
T20130015996,Serious,100 km/hr,Country,,2,,2
T20130015997,Serious,80 km/hr,Metro,,2,,2
T20130015809,Minor,60 km/hr,Metro,1,,,1
T20130015812,Minor,Not known,Metro,1,,,1
T20130015818,Minor,70 km/hr,Metro,1,,,1
T20130015819,Minor,60 km/hr,Country,1,,,1
T20130015820,Serious,Not known,Metro,,2,,2
T20130015821,Serious,50 km/hr,Metro,,2,,2
T20130015827,Minor,60 km/hr,Metro,1,,,1
T20130015828,Serious,80 km/hr,Metro,,2,,2
T20130015833,Minor,60 km/hr,Metro,1,,,1
T20130015834,Minor,Off road,Metro,1,,,1
T20130015835,Fatal,100 km/hr,Country,,,3,3
T20130015837,Serious,70 km/hr,Metro,,2,,2
T20130015838,Minor,60 km/hr,Metro,1,,,1
T20130015841,Minor,60 km/hr,Metro,1,,,1
T20130015843,Serious,60 km/hr,Metro,,2,,2
T20130015845,Minor,50 km/hr,Country,1,,,1
T20130015847,Serious,50 km/hr,Metro,,2,,2
T20130015849,Minor,100 km/hr,Metro,1,,,1
T20130015850,Fatal,80 km/hr,Country,,,3,3
T20130015851,Minor,80 km/hr,Metro,1,,,1
T20130015852,Minor,50 km/hr,Metro,1,,,1
T20130015855,Minor,50 km/hr,Country,1,,,1
T20130015856,Fatal,80 km/hr,Country,,,3,3
T20130015859,Minor,60 km/hr,Country,1,,,1
T20130015862,Minor,60 km/hr,Country,1,,,1
T20130015863,Minor,60 km/hr,Metro,1,,,1
T20130015867,Minor,60 km/hr,Country,1,,,1
T20130015869,Serious,100 km/hr,Country,,2,,2
T20130015871,Minor,80 km/hr,Metro,1,,,1
T20130015872,Serious,100 km/hr,Country,,2,,2
T20130015873,Minor,40 km/hr,Metro,1,,,1
T20130015874,Minor,60 km/hr,Metro,1,,,1
T20130015879,Serious,80 km/hr,Metro,,2,,2
T20130015880,Serious,60 km/hr,Country,,2,,2
T20130015881,Minor,60 km/hr,Metro,1,,,1
T20130015882,Serious,100 km/hr,Country,,2,,2
T20130015884,Serious,80 km/hr,Metro,,2,,2
T20130015886,Serious,100 km/hr,Country,,2,,2
T20130015887,Minor,80 km/hr,Metro,1,,,1
T20130015889,Minor,80 km/hr,Metro,1,,,1
T20130015892,Serious,50 km/hr,Metro,,2,,2
T20130015893,Minor,60 km/hr,Metro,1,,,1
T20130015894,Minor,50 km/hr,Metro,1,,,1
T20130015895,Serious,40 km/hr,Metro,,2,,2
T20130015896,Minor,80 km/hr,Metro,1,,,1
T20130015898,Serious,70 km/hr,Metro,,2,,2
T20130015900,Minor,50 km/hr,Metro,1,,,1
T20130015902,Minor,70 km/hr,Metro,1,,,1
T20130015903,Serious,60 km/hr,Metro,,2,,2
T20130015904,Serious,70 km/hr,Metro,,2,,2
T20130015906,Serious,80 km/hr,Metro,,2,,2
T20130015912,Minor,60 km/hr,Metro,1,,,1
T20130015914,Serious,50 km/hr,Country,,2,,2
T20130015915,Minor,70 km/hr,Metro,1,,,1
T20130015919,Serious,50 km/hr,Metro,,2,,2
T20130015920,Minor,70 km/hr,Metro,1,,,1
T20130015924,Minor,100 km/hr,Country,1,,,1
T20130015926,Minor,60 km/hr,Country,1,,,1
T20130015928,Serious,50 km/hr,Metro,,2,,2
T20130015929,Serious,60 km/hr,Metro,,2,,2
T20130015931,Serious,50 km/hr,Metro,,2,,2
T20130015936,Fatal,100 km/hr,Country,,,3,3
T20130015938,Minor,Not known,Metro,1,,,1
T20130015943,Serious,70 km/hr,Metro,,2,,2
T20130015944,Serious,60 km/hr,Country,,2,,2
T20130015945,Minor,50 km/hr,Metro,1,,,1
T20130015947,Minor,60 km/hr,Metro,1,,,1
T20130015948,Minor,60 km/hr,Country,1,,,1
T20130015949,Minor,Not known,Metro,1,,,1
T20130015951,Minor,60 km/hr,Metro,1,,,1
T20130015954,Minor,50 km/hr,Metro,1,,,1
T20130015955,Minor,80 km/hr,Metro,1,,,1
T20130015957,Minor,50 km/hr,Metro,1,,,1
T20130015959,Minor,60 km/hr,Metro,1,,,1
T20130015961,Minor,70 km/hr,Metro,1,,,1
T20130015962,Minor,60 km/hr,Metro,1,,,1
T20130015963,Minor,40 km/hr,Metro,1,,,1
T20130015965,Serious,60 km/hr,Metro,,2,,2
T20130016038,Serious,80 km/hr,Metro,,2,,2
T20130016039,Minor,50 km/hr,Metro,1,,,1
T20130016040,Serious,50 km/hr,Metro,,2,,2
T20130016044,Minor,60 km/hr,Metro,1,,,1
